SaleDate,CouncilArea,RealEstateAgent,RegionName,Suburb,AvgRoomSize,Bathrooms,Bedrooms,BuildingArea,BuildingToLandRatio,CarSpots,DistanceToCBD,LandSize,Latitude,Longitude,NeighbouringProperties,Postcode,PropertyAge,Rooms,YearBuilt,Price
2016-06-27,Moreland_City,Hockingstuart,Northern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,11.5,512.0,-37.80046,145.0032,2651.0,3046.0,46.0,3.0,1970.0,590000.0
2016-06-27,Moreland_City,Barry,Northern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,11.5,512.0,-37.80046,145.0032,2651.0,3046.0,46.0,3.0,1970.0,1201000.0
2016-11-27,Moreland_City,Brad,Northern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.6785714285714286,1.0,11.5,196.0,-37.7216,144.9157,2651.0,3046.0,46.0,3.0,1970.0,550000.0
2016-05-28,Moreland_City,Stockdale,Northern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,11.5,512.0,-37.80046,145.0032,2651.0,3046.0,46.0,3.0,1970.0,940000.0
2016-08-28,Moreland_City,Other,Northern_Metropolitan,Other,45.75,1.0,4.0,183.0,0.2636887608069164,2.0,11.5,694.0,-37.718,144.9138,2651.0,3046.0,42.0,4.0,1974.0,855333.0
2016-08-28,Moreland_City,Nelson,Northern_Metropolitan,Other,66.5,1.0,3.0,133.0,0.259765625,2.0,11.5,512.0,-37.80046,145.0032,2651.0,3046.0,46.0,2.0,1970.0,572000.0
2016-07-30,Moreland_City,Brad,Northern_Metropolitan,Other,52.0,2.0,5.0,260.0,0.4577464788732394,2.0,11.5,568.0,-37.7129,144.9253,2651.0,3046.0,21.0,5.0,1995.0,900000.0
2016-07-30,Moreland_City,Brad,Northern_Metropolitan,Other,66.5,1.0,2.0,133.0,1.0,2.0,11.5,0.0,-37.7157,144.9165,2651.0,3046.0,46.0,2.0,1970.0,480000.0
2016-03-09,Kingston_City,Woodards,South_Eastern_Metropolitan,Other,33.25,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,4.0,1970.0,991000.0
2016-03-09,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,66.5,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,2.0,1970.0,1242000.0
2016-03-09,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,66.5,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,2.0,1970.0,665000.0
2016-03-09,Kingston_City,Fletchers,South_Eastern_Metropolitan,Other,41.0,2.0,3.0,123.0,0.6507936507936508,1.0,14.7,189.0,-37.9122,145.0853,3692.0,3167.0,46.0,3.0,1970.0,680000.0
2016-03-12,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.2058823529411764,2.0,14.7,646.0,-37.9167,145.0855,3692.0,3167.0,46.0,3.0,1970.0,981000.0
2016-03-12,Kingston_City,Hockingstuart,South_Eastern_Metropolitan,Other,33.25,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,4.0,1970.0,1100000.0
2016-04-02,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,33.25,2.0,4.0,133.0,0.2485981308411215,1.0,14.7,535.0,-37.9384,145.0878,3692.0,3167.0,46.0,4.0,1970.0,876000.0
2017-04-03,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,35.0,2.0,3.0,105.0,0.4069767441860465,1.0,14.7,258.0,-37.9156,145.0879,3692.0,3167.0,18.0,3.0,1999.0,875000.0
2016-07-05,Kingston_City,Woodards,South_Eastern_Metropolitan,Other,47.25,2.0,4.0,189.0,0.883177570093458,2.0,14.7,214.0,-37.9244,145.0883,3692.0,3167.0,6.0,4.0,2010.0,651000.0
2016-08-10,Kingston_City,Ray,South_Eastern_Metropolitan,Other,40.0,1.0,1.0,120.0,0.225140712945591,2.0,14.7,533.0,-37.9348,145.0836,3692.0,3167.0,56.0,3.0,1960.0,802000.0
2016-08-10,Kingston_City,Ray,South_Eastern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.2509433962264151,1.0,14.7,530.0,-37.9248,145.1067,3692.0,3167.0,46.0,3.0,1970.0,995000.0
2016-08-10,Kingston_City,Other,South_Eastern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,3.0,1970.0,885000.0
2016-10-09,Kingston_City,Ray,South_Eastern_Metropolitan,Other,33.25,2.0,4.0,133.0,0.2289156626506024,2.0,14.7,581.0,-37.9355,145.0979,3692.0,3167.0,46.0,4.0,1970.0,881500.0
2016-10-12,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,33.25,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,4.0,1970.0,1346000.0
2016-10-12,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,33.25,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,4.0,1970.0,980000.0
2017-11-02,Kingston_City,Ray,South_Eastern_Metropolitan,Other,47.8,2.0,5.0,239.0,0.4283154121863799,2.0,14.7,558.0,-37.9366,145.0954,3692.0,3167.0,30.0,5.0,1987.0,900000.0
2017-11-03,Kingston_City,Woodards,South_Eastern_Metropolitan,Other,44.333333333333336,2.0,3.0,133.0,1.0,2.0,14.7,0.0,-37.9244,145.0885,3692.0,3167.0,47.0,3.0,1970.0,782000.0
2016-12-06,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,66.5,1.0,2.0,133.0,0.3107476635514019,2.0,14.7,428.0,-37.9249,145.0943,3692.0,3167.0,46.0,2.0,1970.0,580000.0
2016-12-11,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,66.5,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,2.0,1970.0,665000.0
2016-12-11,Kingston_City,Ray,South_Eastern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.2509433962264151,2.0,14.7,530.0,-37.9245,145.0937,3692.0,3167.0,46.0,3.0,1970.0,937500.0
2016-12-11,Kingston_City,Woodards,South_Eastern_Metropolitan,Other,44.333333333333336,2.0,3.0,133.0,0.1857541899441341,2.0,14.7,716.0,-37.9261,145.083,3692.0,3167.0,46.0,3.0,1970.0,1080000.0
2016-12-11,Kingston_City,Ray,South_Eastern_Metropolitan,Other,40.0,2.0,3.0,120.0,0.208695652173913,2.0,14.7,575.0,-37.9215,145.0925,3692.0,3167.0,56.0,3.0,1960.0,1000000.0
2016-12-11,Kingston_City,Woodards,South_Eastern_Metropolitan,Other,66.5,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,2.0,1970.0,800000.0
2016-12-11,Kingston_City,Rt,South_Eastern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,3.0,1970.0,615000.0
2016-10-15,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.1790040376850605,4.0,14.7,743.0,-37.9129,145.094,3692.0,3167.0,46.0,3.0,1970.0,1235000.0
2016-07-16,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,41.0,2.0,4.0,164.0,0.2892416225749559,1.0,14.7,567.0,-37.9361,145.0816,3692.0,3167.0,46.0,4.0,1970.0,801347.0
2016-07-16,Kingston_City,Other,South_Eastern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,3.0,1970.0,765000.0
2016-09-17,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,3.0,1970.0,710000.0
2017-03-18,Kingston_City,Hockingstuart,South_Eastern_Metropolitan,Other,43.0,1.0,3.0,129.0,0.2411214953271028,2.0,14.7,535.0,-37.9377,145.0856,3692.0,3167.0,47.0,3.0,1970.0,921000.0
2016-06-18,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,56.0,1.0,2.0,112.0,0.3636363636363636,1.0,14.7,308.0,-37.9191,145.0855,3692.0,3167.0,66.0,2.0,1950.0,752500.0
2016-06-18,Kingston_City,Woodards,South_Eastern_Metropolitan,Other,33.25,2.0,4.0,133.0,0.2383512544802867,2.0,14.7,558.0,-37.9393,145.0962,3692.0,3167.0,46.0,4.0,1970.0,800000.0
2016-11-19,Kingston_City,Ray,South_Eastern_Metropolitan,Other,33.25,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,4.0,1970.0,1225000.0
2016-11-19,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,3.0,1970.0,1200500.0
2016-08-22,Kingston_City,Ray,South_Eastern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,3.0,1970.0,1141000.0
2016-09-24,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.5277777777777778,2.0,14.7,252.0,-37.9167,145.0879,3692.0,3167.0,46.0,3.0,1970.0,800000.0
2016-09-24,Kingston_City,Woodards,South_Eastern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,3.0,1970.0,1125000.0
2017-02-25,Kingston_City,Woodards,South_Eastern_Metropolitan,Other,40.66666666666666,1.0,3.0,122.0,0.1882716049382716,2.0,14.7,648.0,-37.9196,145.0876,3692.0,3167.0,77.0,3.0,1940.0,1067000.0
2017-02-25,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,33.25,2.0,4.0,133.0,0.1339375629405841,4.0,14.7,993.0,-37.9239,145.0943,3692.0,3167.0,57.0,4.0,1960.0,1310000.0
2017-02-25,Kingston_City,Ray,South_Eastern_Metropolitan,Other,44.333333333333336,2.0,3.0,133.0,1.0,2.0,14.7,0.0,-37.918,145.1064,3692.0,3167.0,47.0,3.0,1970.0,800000.0
2016-07-26,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,35.666666666666664,1.0,3.0,107.0,0.1382428940568475,1.0,14.7,774.0,-37.9178,145.0872,3692.0,3167.0,66.0,3.0,1950.0,1260500.0
2016-06-27,Kingston_City,Other,South_Eastern_Metropolitan,Other,33.25,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.9404,145.0964,3692.0,3167.0,46.0,4.0,1970.0,676000.0
2016-11-27,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,39.333333333333336,1.0,3.0,118.0,0.2222222222222222,2.0,14.7,531.0,-37.9303,145.082,3692.0,3167.0,54.0,3.0,1962.0,850500.0
2016-11-27,Kingston_City,Other,South_Eastern_Metropolitan,Other,66.5,1.0,2.0,133.0,0.6519607843137255,1.0,14.7,204.0,-37.9107,145.0891,3692.0,3167.0,46.0,2.0,1970.0,625000.0
2016-11-27,Kingston_City,Mcgrath,South_Eastern_Metropolitan,Other,44.333333333333336,2.0,3.0,133.0,0.1829436038514443,2.0,14.7,727.0,-37.9187,145.1098,3692.0,3167.0,46.0,3.0,1970.0,980500.0
2016-11-27,Kingston_City,Ray,South_Eastern_Metropolitan,Other,57.333333333333336,2.0,3.0,172.0,0.2824302134646962,2.0,14.7,609.0,-37.9213,145.0854,3692.0,3167.0,46.0,3.0,1970.0,1068000.0
2016-11-27,Kingston_City,Woodards,South_Eastern_Metropolitan,Other,33.25,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,4.0,1970.0,840000.0
2016-05-28,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,3.0,1970.0,935000.0
2016-05-28,Kingston_City,Woodards,South_Eastern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,3.0,1970.0,800000.0
2016-05-28,Kingston_City,Greg,South_Eastern_Metropolitan,Other,56.5,2.0,4.0,226.0,0.4192949907235621,2.0,14.7,539.0,-37.9413,145.0957,3692.0,3167.0,23.0,4.0,1993.0,937500.0
2016-08-28,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,44.333333333333336,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,3.0,1970.0,900000.0
2016-08-28,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,33.25,1.0,3.0,133.0,0.259765625,2.0,14.7,512.0,-37.80046,145.0032,3692.0,3167.0,46.0,4.0,1970.0,1410000.0
2016-08-28,Kingston_City,Buxton,South_Eastern_Metropolitan,Other,60.5,2.0,4.0,242.0,0.4566037735849056,2.0,14.7,530.0,-37.935,145.083,3692.0,3167.0,36.0,4.0,1980.0,1126000.0
2016-07-30,Kingston_City,Ray,South_Eastern_Metropolitan,Other,44.5,1.0,2.0,89.0,0.1104218362282878,1.0,14.7,806.0,-37.9112,145.0873,3692.0,3167.0,51.0,2.0,1965.0,778000.0
2016-03-09,Melbourne_City,Nelson,Northern_Metropolitan,Other,62.25,2.0,4.0,249.0,0.6974789915966386,2.0,2.6,357.0,-37.7767,144.9403,2309.0,3052.0,7.0,4.0,2009.0,1230000.0
2016-03-12,Melbourne_City,Jellis,Northern_Metropolitan,Other,46.333333333333336,2.0,3.0,139.0,1.0,1.0,2.6,0.0,-37.7818,144.9576,2309.0,3052.0,46.0,3.0,1970.0,1360000.0
2016-04-06,Melbourne_City,Nelson,Northern_Metropolitan,Other,26.6,1.0,3.0,133.0,0.259765625,2.0,2.6,512.0,-37.80046,145.0032,2309.0,3052.0,46.0,5.0,1970.0,1300000.0
2016-08-10,Melbourne_City,Jellis,Northern_Metropolitan,Other,133.0,1.0,1.0,133.0,1.0,1.0,2.6,0.0,-37.7864,144.9409,2309.0,3052.0,46.0,1.0,1970.0,352500.0
2017-11-02,Melbourne_City,Jellis,Northern_Metropolitan,Other,66.5,1.0,3.0,133.0,0.259765625,2.0,2.6,512.0,-37.80046,145.0032,2309.0,3052.0,47.0,2.0,1970.0,500000.0
2017-11-02,Melbourne_City,Woodards,Northern_Metropolitan,Other,133.0,1.0,1.0,133.0,0.0538679627379505,1.0,2.6,2469.0,-37.7827,144.9575,2309.0,3052.0,47.0,1.0,1970.0,395000.0
2016-10-15,Melbourne_City,Jellis,Northern_Metropolitan,Other,133.0,1.0,1.0,133.0,1.0,1.0,2.6,0.0,-37.7864,144.9409,2309.0,3052.0,46.0,1.0,1970.0,307000.0
2016-10-15,Melbourne_City,Jellis,Northern_Metropolitan,Other,133.0,1.0,1.0,133.0,1.0,1.0,2.6,0.0,-37.7823,144.9593,2309.0,3052.0,46.0,1.0,1970.0,485000.0
2016-11-19,Melbourne_City,Other,Northern_Metropolitan,Other,33.25,2.0,4.0,133.0,0.806060606060606,1.0,2.6,165.0,-37.7933,144.9556,2309.0,3052.0,46.0,4.0,1970.0,1717500.0
2016-11-19,Melbourne_City,Nelson,Northern_Metropolitan,Other,133.0,1.0,1.0,133.0,1.0,1.0,2.6,0.0,-37.7852,144.9589,2309.0,3052.0,46.0,1.0,1970.0,401000.0
2016-11-19,Melbourne_City,Other,Northern_Metropolitan,Other,33.25,2.0,4.0,133.0,0.7307692307692307,2.0,2.6,182.0,-37.7965,144.9544,2309.0,3052.0,46.0,4.0,1970.0,2375000.0
2016-05-22,Melbourne_City,Nelson,Northern_Metropolitan,Other,33.25,1.0,3.0,133.0,0.259765625,2.0,2.6,512.0,-37.80046,145.0032,2309.0,3052.0,46.0,4.0,1970.0,1340000.0
2016-08-22,Melbourne_City,Woodards,Northern_Metropolitan,Other,66.5,2.0,2.0,133.0,0.0548001648125257,1.0,2.6,2427.0,-37.7896,144.9584,2309.0,3052.0,26.0,2.0,1990.0,734600.0
2017-02-25,Melbourne_City,Nelson,Northern_Metropolitan,Other,50.0,1.0,1.0,50.0,0.020096463022508,1.0,2.6,2488.0,-37.7829,144.9574,2309.0,3052.0,22.0,1.0,1995.0,526000.0
2016-11-27,Melbourne_City,Nelson,Northern_Metropolitan,Other,133.0,1.0,1.0,133.0,0.0547099958864664,1.0,2.6,2431.0,-37.7821,144.9576,2309.0,3052.0,46.0,1.0,1970.0,500000.0
2016-11-27,Melbourne_City,Nelson,Northern_Metropolitan,Other,44.0,2.0,3.0,132.0,0.0549770928779675,2.0,2.6,2401.0,-37.7818,144.9576,2309.0,3052.0,36.0,3.0,1980.0,1403000.0
2016-08-28,Melbourne_City,Woodards,Northern_Metropolitan,Other,44.333333333333336,2.0,3.0,133.0,0.7687861271676301,2.0,2.6,173.0,-37.7795,144.9413,2309.0,3052.0,46.0,3.0,1970.0,965000.0
2016-08-28,Melbourne_City,Nelson,Northern_Metropolitan,Other,44.333333333333336,2.0,3.0,133.0,1.0,1.0,2.6,0.0,-37.7818,144.9576,2309.0,3052.0,46.0,3.0,1970.0,1040000.0
2016-07-30,Melbourne_City,Jellis,Northern_Metropolitan,Other,133.0,1.0,1.0,133.0,1.0,1.0,2.6,0.0,-37.7829,144.9574,2309.0,3052.0,21.0,1.0,1995.0,526000.0
2016-07-30,Melbourne_City,Jellis,Northern_Metropolitan,Other,66.5,1.0,2.0,133.0,0.0606475148198814,1.0,2.6,2193.0,-37.7813,144.9578,2309.0,3052.0,46.0,2.0,1970.0,750000.0
2016-03-09,Moreland_City,Brad,Northern_Metropolitan,Pascoe_Vale,47.0,1.0,2.0,141.0,2.82,2.0,9.9,50.0,-37.734,144.9416,7485.0,3044.0,66.0,3.0,1950.0,1120000.0
2016-03-09,Moreland_City,Nelson,Northern_Metropolitan,Pascoe_Vale,40.0,1.0,3.0,120.0,0.2142857142857142,4.0,9.9,560.0,-37.7156,144.9429,7485.0,3044.0,56.0,3.0,1960.0,770000.0
2016-03-12,Moreland_City,Other,Northern_Metropolitan,Pascoe_Vale,66.5,1.0,3.0,133.0,0.259765625,2.0,9.9,512.0,-37.80046,145.0032,7485.0,3044.0,46.0,2.0,1970.0,455000.0
2016-03-12,Moreland_City,Other,Northern_Metropolitan,Pascoe_Vale,66.5,1.0,2.0,133.0,0.2114467408585055,3.0,9.9,629.0,-37.7312,144.9399,7485.0,3044.0,41.0,2.0,1975.0,915000.0
2016-03-12,Moreland_City,Brad,Northern_Metropolitan,Pascoe_Vale,39.75,1.0,4.0,159.0,0.2169167803547066,1.0,9.9,733.0,-37.7194,144.9307,7485.0,3044.0,56.0,4.0,1960.0,975000.0
2016-03-12,Moreland_City,Brad,Northern_Metropolitan,Pascoe_Vale,44.333333333333336,1.0,3.0,133.0,0.2866379310344827,0.0,9.9,464.0,-37.7301,144.9487,7485.0,3044.0,46.0,3.0,1970.0,770000.0
2017-04-03,Moreland_City,Brad,Northern_Metropolitan,Pascoe_Vale,38.333333333333336,1.0,3.0,115.0,0.257847533632287,1.0,9.9,446.0,-37.7181,144.9422,7485.0,3044.0,67.0,3.0,1950.0,780000.0
2017-04-03,Moreland_City,Nelson,Northern_Metropolitan,Pascoe_Vale,33.25,1.0,3.0,133.0,0.259765625,2.0,9.9,512.0,-37.80046,145.0032,7485.0,3044.0,47.0,4.0,1970.0,1276000.0
2017-04-03,Moreland_City,Nelson,Northern_Metropolitan,Pascoe_Vale,41.333333333333336,1.0,3.0,124.0,0.6078431372549019,1.0,9.9,204.0,-37.7234,144.9497,7485.0,3044.0,9.0,3.0,2008.0,600000.0
2017-04-03,Moreland_City,Nelson,Northern_Metropolitan,Pascoe_Vale,44.333333333333336,1.0,3.0,133.0,0.1391213389121338,2.0,9.9,956.0,-37.7308,144.9397,7485.0,3044.0,47.0,3.0,1970.0,1465000.0
2017-04-03,Moreland_City,Nelson,Northern_Metropolitan,Pascoe_Vale,33.75,2.0,4.0,135.0,0.1967930029154519,2.0,9.9,686.0,-37.731,144.9486,7485.0,3044.0,67.0,4.0,1950.0,955000.0
2017-04-03,Moreland_City,Brad,Northern_Metropolitan,Pascoe_Vale,44.333333333333336,1.0,3.0,133.0,0.2633663366336634,1.0,9.9,505.0,-37.7187,144.9432,7485.0,3044.0,47.0,3.0,1970.0,767000.0
2017-04-03,Moreland_City,Nelson,Northern_Metropolitan,Pascoe_Vale,70.25,2.0,4.0,281.0,0.5026833631484794,2.0,9.9,559.0,-37.7236,144.9347,7485.0,3044.0,20.0,4.0,1997.0,1196000.0
2016-04-06,Moreland_City,Brad,Northern_Metropolitan,Pascoe_Vale,37.0,1.0,3.0,111.0,0.1954225352112676,2.0,9.9,568.0,-37.7178,144.9422,7485.0,3044.0,56.0,3.0,1960.0,731000.0
2016-06-08,Moreland_City,Brad,Northern_Metropolitan,Pascoe_Vale,66.5,1.0,2.0,133.0,0.3958333333333333,2.0,9.9,336.0,-37.7323,144.9288,7485.0,3044.0,46.0,2.0,1970.0,555000.0
2016-06-08,Moreland_City,Jellis,Northern_Metropolitan,Pascoe_Vale,32.666666666666664,1.0,3.0,98.0,0.5444444444444444,1.0,9.9,180.0,-37.718,144.94,7485.0,3044.0,7.0,3.0,2009.0,585000.0
2016-06-08,Moreland_City,Ray,Northern_Metropolitan,Pascoe_Vale,66.5,1.0,3.0,133.0,0.259765625,2.0,9.9,512.0,-37.80046,145.0032,7485.0,3044.0,46.0,2.0,1970.0,480000.0
2016-06-08,Moreland_City,Nelson,Northern_Metropolitan,Pascoe_Vale,47.0,1.0,2.0,94.0,0.831858407079646,1.0,9.9,113.0,-37.7269,144.9274,7485.0,3044.0,28.0,2.0,1988.0,480000.0
2016-06-08,Moreland_City,Brad,Northern_Metropolitan,Pascoe_Vale,39.25,2.0,4.0,157.0,0.7302325581395349,1.0,9.9,215.0,-37.7247,144.9257,7485.0,3044.0,26.0,4.0,1990.0,605000.0
2016-07-05,Moreland_City,Brad,Northern_Metropolitan,Pascoe_Vale,66.5,1.0,3.0,133.0,0.6487804878048781,2.0,9.9,205.0,-37.7317,144.9313,7485.0,3044.0,46.0,2.0,1970.0,495000.0
2016-07-05,Moreland_City,Brad,Northern_Metropolitan,Pascoe_Vale,35.333333333333336,1.0,3.0,106.0,0.1291108404384896,1.0,9.9,821.0,-37.7153,144.9418,7485.0,3044.0,42.0,3.0,1974.0,738000.0
2016-07-05,Moreland_City,Other,Northern_Metropolitan,Pascoe_Vale,33.5,1.0,2.0,67.0,0.6036036036036037,1.0,9.9,111.0,-37.7152,144.9349,7485.0,3044.0,29.0,2.0,1987.0,386000.0
2016-07-05,Moreland_City,Nelson,Northern_Metropolitan,Pascoe_Vale,66.5,1.0,3.0,133.0,0.259765625,2.0,9.9,512.0,-37.80046,145.0032,7485.0,3044.0,46.0,2.0,1970.0,517500.0
2016-07-05,Moreland_City,Hockingstuart,Northern_Metropolitan,Pascoe_Vale,43.5,1.0,2.0,87.0,0.5471698113207547,1.0,9.9,159.0,-37.7291,144.9446,7485.0,3044.0,26.0,2.0,1990.0,452000.0
2016-07-05,Moreland_City,Raine,Northern_Metropolitan,Pascoe_Vale,40.333333333333336,1.0,3.0,121.0,0.6302083333333334,1.0,9.9,192.0,-37.7177,144.9321,7485.0,3044.0,11.0,3.0,2005.0,522500.0
2016-07-05,Moreland_City,Hockingstuart,Northern_Metropolitan,Pascoe_Vale,66.5,1.0,2.0,133.0,0.525691699604743,1.0,9.9,253.0,-37.7286,144.9249,7485.0,3044.0,16.0,2.0,2000.0,601500.0
2016-07-11,Moreland_City,Nelson,Northern_Metropolitan,Pascoe_Vale,44.333333333333336,1.0,3.0,133.0,0.1809523809523809,1.0,9.9,735.0,-37.7282,144.9304,7485.0,3044.0,46.0,3.0,1970.0,1305000.0
2016-07-11,Moreland_City,Brad,Northern_Metropolitan,Pascoe_Vale,66.5,1.0,2.0,133.0,0.642512077294686,1.0,9.9,207.0,-37.7283,144.9417,7485.0,3044.0,41.0,2.0,1975.0,495000.0
2016-08-10,Moreland_City,Hockingstuart,Northern_Metropolitan,Pascoe_Vale,49.0,1.0,2.0,98.0,0.6282051282051282,1.0,9.9,156.0,-37.7311,144.9395,7485.0,3044.0,12.0,2.0,2004.0,530000.0
2016-08-10,Moreland_City,Brad,Northern_Metropolitan,Pascoe_Vale,31.33333333333333,1.0,2.0,94.0,0.2146118721461187,1.0,9.9,438.0,-37.7338,144.9441,7485.0,3044.0,56.0,3.0,1960.0,815000.0
2016-08-10,Moreland_City,Brad,Northern_Metropolitan,Pascoe_Vale,33.25,1.0,4.0,133.0,0.17828418230563,3.0,9.9,746.0,-37.7161,144.931,7485.0,3044.0,46.0,4.0,1970.0,930000.0
2016-08-10,Moreland_City,Jellis,Northern_Metropolitan,Pascoe_Vale,66.5,1.0,2.0,133.0,1.0,1.0,9.9,0.0,-37.7262,144.9273,7485.0,3044.0,46.0,2.0,1970.0,521500.0
2016-10-09,Moreland_City,Brad,Northern_Metropolitan,Pascoe_Vale,33.25,1.0,4.0,133.0,0.1947291361639824,3.0,9.9,683.0,-37.7251,144.9394,7485.0,3044.0,46.0,4.0,1970.0,730000.0
2016-10-09,Moreland_City,Brad,Northern_Metropolitan,Pascoe_Vale,34.333333333333336,1.0,3.0,103.0,0.2536945812807882,1.0,9.9,406.0,-37.7269,144.9447,7485.0,3044.0,56.0,3.0,1960.0,775000.0
2016-10-12,Moreland_City,Brad,Northern_Metropolitan,Pascoe_Vale,66.5,1.0,3.0,133.0,0.259765625,2.0,9.9,512.0,-37.80046,145.0032,7485.0,3044.0,46.0,2.0,1970.0,495000.0
2016-10-12,Moreland_City,Harcourts,Northern_Metropolitan,Pascoe_Vale,33.25,2.0,4.0,133.0,0.1727272727272727,2.0,9.9,770.0,-37.7166,144.9393,7485.0,3044.0,46.0,4.0,1970.0,990000.0
2016-10-12,Moreland_City,Nelson,Northern_Metropolitan,Pascoe_Vale,33.2,2.0,5.0,166.0,0.2354609929078014,2.0,9.9,705.0,-37.7328,144.9281,7485.0,3044.0,66.0,5.0,1950.0,950000.0
2016-10-12,Moreland_City,Other,Northern_Metropolitan,Pascoe_Vale,66.5,1.0,2.0,133.0,0.2114467408585055,3.0,9.9,629.0,-37.7312,144.9399,7485.0,3044.0,41.0,2.0,1975.0,915000.0
2016-10-12,Moreland_City,Brad,Northern_Metropolitan,Pascoe_Vale,46.333333333333336,1.0,3.0,139.0,0.243859649122807,1.0,9.9,570.0,-37.7273,144.9274,7485.0,3044.0,66.0,3.0,1950.0,900000.0
2017-11-02,Moreland_City,Other,Northern_Metropolitan,Pascoe_Vale,66.5,1.0,3.0,133.0,0.259765625,2.0,9.9,512.0,-37.80046,145.0032,7485.0,3044.0,47.0,2.0,1970.0,476450.0
2017-11-02,Moreland_City,Brad,Northern_Metropolitan,Pascoe_Vale,44.333333333333336,1.0,3.0,133.0,0.2829787234042553,1.0,9.9,470.0,-37.7315,144.9399,7485.0,3044.0,47.0,3.0,1970.0,810000.0
